Category,Sub Category,Title,Description,Quantity,Type,Price,Shipping Profile,Offerable,Hazmat,Condition,Cost Per Item,SKU,Image URL 1,Image URL 2,Image URL 3,Image URL 4,Image URL 5,Image URL 6,Image URL 7,Image URL 8
Trading Card Games,Magic: The Gathering,Exchange of Words (Non-Foil),"Set: Unfinity • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {1}{U}{U} • Text: When this enchantment enters, choose two target creatures. For as long as this enchantment remains on the battlefield, exchange the text boxes of those creatures.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/c/8c28cebf-f849-4353-9dd1-c62f05c15d0f.jpg?1673913524,,,,,,,
Trading Card Games,Magic: The Gathering,Exquisite Firecraft (Non-Foil),"Set: Time Spiral Remastered • Rarity: Special • Language: En • Type: Sorcery • Mana Cost: {1}{R}{R} • Text: Exquisite Firecraft deals 4 damage to any target. Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, this spell can't be countered.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/4/f/4f7109a9-9eec-48fe-9081-5a0424f255ce.jpg?1619401505,,,,,,,
Trading Card Games,Magic: The Gathering,Extinction Event (Non-Foil),Set: Ikoria: Lair of Behemoths • Rarity: Rare • Language: En • Type: Sorcery • Mana Cost: {3}{B} • Text: Choose odd or even. Exile each creature with mana value of the chosen quality. (Zero is even.),1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/7/8725a869-462b-4381-880a-b4bcc63a655b.jpg?1591226783,,,,,,,
Trading Card Games,Magic: The Gathering,Fabrication Foundry (Non-Foil),"Set: The Lost Caverns of Ixalan • Rarity: Rare • Language: En • Type: Artifact • Mana Cost: {1}{W} • Text: {T}: Add {W}. Spend this mana only to cast an artifact spell or activate an ability of an artifact source. {2}{W}, {T}, Exile one or more other artifacts you control with total mana value X: Return target artifact card with mana value X or less from your graveyard to the battlefield. Activate only as a sorcery.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/b/5b5efc5e-1582-4bb7-9ae1-bc4c0487ee94.jpg?1699044938,,,,,,,
Trading Card Games,Magic: The Gathering,Farsight Ritual (Foil),"Set: Wilds of Eldraine • Rarity: Rare • Language: En • Type: Instant • Mana Cost: {2}{U}{U} • Text: Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.) Look at the top four cards of your library. If this spell was bargained, look at the top eight cards of your library instead. Put two of them into your hand and the rest on the bottom of your library in a random order.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/3/a3f484b9-486f-4aff-8b23-d8e555b476d3.jpg?1692940747,,,,,,,
Trading Card Games,Magic: The Gathering,Fated Retribution (Non-Foil),"Set: Born of the Gods • Rarity: Rare • Language: En • Type: Instant • Mana Cost: {4}{W}{W}{W} • Text: Destroy all creatures and planeswalkers. If it's your turn, scry 2.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/1/8158b330-2868-4147-907e-4d86e44cfaad.jpg?1593091437,,,,,,,
Trading Card Games,Magic: The Gathering,Feldon's Cane (Non-Foil),"Set: Chronicles • Rarity: Common • Language: En • Type: Artifact • Mana Cost: {1} • Text: {T}, Exile this artifact: Shuffle your graveyard into your library.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/8/38ae4abb-f16e-4433-ac1a-e4be57dc652b.jpg?1562906414,,,,,,,
Trading Card Games,Magic: The Gathering,Ferris Wheel (Non-Foil),Set: Unfinity • Rarity: Rare • Language: En • Type: Artifact — Attraction • Text: Visit — Choose target creature that hasn't been phased out with this Attraction. That creature phases out until you roll a 3 or less while rolling to visit your Attractions.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/1/91562ab3-1153-48d9-9f8e-4c79155548f2.jpg?1673915585,,,,,,,
Trading Card Games,Magic: The Gathering,Fireflux Squad (Non-Foil),"Set: Commander 2020 • Rarity: Rare • Language: En • Type: Creature — Human Soldier • Mana Cost: {3}{R} • Text: Haste Whenever this creature attacks, you may exile another target attacking creature you control. If you do, reveal cards from the top of your library until you reveal a creature card. Put that card onto the battlefield tapped and attacking and the rest on the bottom of your library in a random order.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/4/b/4bcff20b-06f7-4228-a99c-6ff46e73e353.jpg?1591319589,,,,,,,
Trading Card Games,Magic: The Gathering,Firja's Retribution (Non-Foil),"Set: Kaldheim • Rarity: Rare • Language: En • Type: Enchantment — Saga • Mana Cost: {1}{W}{W}{B} • Text: (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Create a 4/4 white Angel Warrior creature token with flying and vigilance. II — Until end of turn, Angels you control gain ""{T}: Destroy target creature with power less than this creature's power."" III — Angels you control gain double strike until end of turn.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/3/03dff23e-d7e3-4d75-a9dc-fdf4a42f31e0.jpg?1631051388,,,,,,,
Trading Card Games,Magic: The Gathering,Flare of Cultivation (Non-Foil),"Set: Modern Horizons 3 • Rarity: Rare • Language: En • Type: Sorcery • Mana Cost: {1}{G}{G} • Text: You may sacrifice a nontoken green creature rather than pay this spell's mana cost. Search your library for up to two basic land cards, reveal those cards, put one onto the battlefield tapped and the other into your hand, then shuffle.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/b/d/bda2fa87-81c0-41ac-8831-556ce392c058.jpg?1717470461,,,,,,,
Trading Card Games,Magic: The Gathering,"Florian, Voldaren Scion (Non-Foil)","Set: Innistrad: Double Feature • Rarity: Rare • Language: En • Type: Legendary Creature — Vampire Noble • Mana Cost: {1}{B}{R} • Text: First strike At the beginning of each of your postcombat main phases, look at the top X cards of your library, where X is the total amount of life your opponents lost this turn. Exile one of those cards and put the rest on the bottom of your library in a random order. You may play the exiled card this turn.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/7/37fd06c9-0656-43b3-93ab-ca378f3065a7.jpg?1673160826,,,,,,,
Trading Card Games,Magic: The Gathering,Freestrider Lookout (Non-Foil),"Set: Outlaws of Thunder Junction • Rarity: Rare • Language: En • Type: Creature — Human Rogue • Mana Cost: {2}{G} • Text: Reach Whenever you commit a crime, look at the top five cards of your library. You may put a land card from among them onto the battlefield tapped. Put the rest on the bottom of your library in a random order. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/1/81289833-ebdb-4fe7-ad17-6e39eb399e69.jpg?1712356700,,,,,,,
Trading Card Games,Magic: The Gathering,Generous Gift (Non-Foil),Set: Commander Masters • Rarity: Common • Language: En • Type: Instant • Mana Cost: {2}{W} • Text: Destroy target permanent. Its controller creates a 3/3 green Elephant creature token.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/1/a/1a8c02ab-6348-4b04-8ce0-b36309a14a5e.jpg?1689995694,,,,,,,
Trading Card Games,Magic: The Gathering,"Ghalta, Primal Hunger (Non-Foil)","Set: Commander Masters • Rarity: Rare • Language: En • Type: Legendary Creature — Elder Dinosaur • Mana Cost: {10}{G}{G} • Text: This spell costs {X} less to cast, where X is the total power of creatures you control. Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/4/54872e72-41dc-4092-8169-ce13498beb30.jpg?1689998553,,,,,,,
Trading Card Games,Magic: The Gathering,Glorious Protector (Non-Foil),"Set: Kaldheim • Rarity: Rare • Language: En • Type: Creature — Angel Cleric • Mana Cost: {2}{W}{W} • Text: Flash Flying When this creature enters, you may exile any number of non-Angel creatures you control until this creature leaves the battlefield. Foretell {2}{W}",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/d/0d5008bc-edbc-4ad1-9a06-7eea5723db26.jpg?1631055669,,,,,,,
Trading Card Games,Magic: The Gathering,Greater Gargadon (Non-Foil),"Set: Time Spiral Remastered • Rarity: Rare • Language: En • Type: Creature — Beast • Mana Cost: {9}{R} • Text: Suspend 10—{R} Sacrifice an artifact, creature, or land: Remove a time counter from this card. Activate only if this card is suspended.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/e/f/ef6d6eb2-beed-4c84-af6a-bf8ebdc62f50.jpg?1619397056,,,,,,,
Trading Card Games,Magic: The Gathering,Guardian Sunmare (Non-Foil),"Set: Aetherdrift • Rarity: Rare • Language: En • Type: Creature — Horse Mount • Mana Cost: {3}{W}{W} • Text: Ward {2} Whenever this creature attacks while saddled, search your library for a nonland permanent card with mana value 3 or less, put it onto the battlefield, then shuffle. Saddle 4",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/0/309072be-b813-42bd-adaf-7d45053029c0.jpg?1738357301,,,,,,,
Trading Card Games,Magic: The Gathering,Gumdrop Poisoner // Tempt with Treats (Foil),Set: Wilds of Eldraine • Rarity: Rare • Language: En • Type: Creature — Human Warlock // Instant — Adventure • Mana Cost: {2}{B} // {B} • Text: No rules text.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/e/c/ec5d0453-ef17-47f0-81d4-13941f1380d5.jpg?1692940210,,,,,,,
Trading Card Games,Magic: The Gathering,Gurmag Angler (Non-Foil),Set: Time Spiral Remastered • Rarity: Special • Language: En • Type: Creature — Zombie Fish • Mana Cost: {6}{B} • Text: Delve (Each card you exile from your graveyard while casting this spell pays for {1}.),2,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/6/361fe303-34a5-4d12-b927-dfb858699c6c.jpg?1619400856,,,,,,,
Trading Card Games,Magic: The Gathering,Haunted House (Non-Foil),Set: Unfinity • Rarity: Rare • Language: En • Type: Artifact — Attraction • Text: Visit — Return target creature card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of your next end step.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/f/0f8d4551-3adc-4ce4-bcea-1a555208de8b.jpg?1673915771,,,,,,,
Trading Card Games,Magic: The Gathering,Hedron Archive (Non-Foil),"Set: Time Spiral Remastered • Rarity: Special • Language: En • Type: Artifact • Mana Cost: {4} • Text: {T}: Add {C}{C}. {2}, {T}, Sacrifice this artifact: Draw two cards.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/4/a45ca366-2a43-4930-9c16-0ba72c1de3b8.jpg?1619403056,,,,,,,
Trading Card Games,Magic: The Gathering,Homunculus Horde (Non-Foil),"Set: Foundations • Rarity: Rare • Language: En • Type: Creature — Homunculus • Mana Cost: {3}{U} • Text: Whenever you draw your second card each turn, create a token that's a copy of this creature.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/3/f3ec1d32-9467-4c79-a9d6-bf3aad2d7fed.jpg?1730490324,,,,,,,
Trading Card Games,Magic: The Gathering,"Huatli, Poet of Unity // Roar of the Fifth People (Non-Foil)",Set: The Lost Caverns of Ixalan • Rarity: Mythic • Language: En • Type: Legendary Creature — Human Warrior Bard // Enchantment — Saga • Text: No rules text.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/b/9/b94c8a9e-5b9f-4a80-bced-ee99e5ed060a.jpg?1699044747,,,,,,,
Trading Card Games,Magic: The Gathering,Hunted Nightmare (Non-Foil),"Set: Ikoria: Lair of Behemoths • Rarity: Rare • Language: En • Type: Creature — Nightmare • Mana Cost: {1}{B}{B} • Text: Menace When this creature enters, target opponent puts a deathtouch counter on a creature they control.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/e/8/e8ee8cfc-5d76-4e30-8b53-6ac6c9637d5d.jpg?1604782188,,,,,,,
Trading Card Games,Magic: The Gathering,Huntmaster of the Fells // Ravager of the Fells (Non-Foil),Set: Innistrad Remastered • Rarity: Rare • Language: En • Type: Creature — Human Werewolf // Creature — Werewolf • Text: No rules text.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/6/86da891f-08d0-459c-9d20-358032c6411a.jpg?1738706096,,,,,,,
Trading Card Games,Magic: The Gathering,Hylda's Crown of Winter (Foil),"Set: Wilds of Eldraine • Rarity: Rare • Language: En • Type: Legendary Artifact • Mana Cost: {3} • Text: {1}, {T}: Tap target creature. This ability costs {1} less to activate during your turn. {3}, Sacrifice Hylda's Crown of Winter: Draw a card for each tapped creature your opponents control.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/b/0/b0d4a6c0-f00e-45a7-9c88-899460007020.jpg?1692939889,,,,,,,
Trading Card Games,Magic: The Gathering,Inferno Project (Non-Foil),"Set: Commander 2021 • Rarity: Rare • Language: En • Type: Creature — Elemental • Mana Cost: {6}{R} • Text: Trample This creature enters with X +1/+1 counters on it, where X is the total mana value of instant and sorcery cards in your graveyard.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/6/f6a09368-3fa6-492b-8cfd-8d92113cadca.jpg?1625983027,,,,,,,
Trading Card Games,Magic: The Gathering,Ingenious Mastery (Foil),"Set: Strixhaven: School of Mages • Rarity: Rare • Language: En • Type: Sorcery • Mana Cost: {X}{2}{U} • Text: You may pay {2}{U} rather than pay this spell's mana cost. If the {2}{U} cost was paid, you draw three cards, then an opponent creates two Treasure tokens and they scry 2. If that cost wasn't paid, you draw X cards.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/1/8/18b4f3c5-4129-4e4b-98b9-91d2ca33ab7c.jpg?1624741500,,,,,,,
Trading Card Games,Magic: The Gathering,Infested Thrinax (Foil),"Set: Modern Horizons 3 Commander • Rarity: Rare • Language: En • Type: Creature — Lizard • Mana Cost: {3}{B}{G} • Text: Flash When this creature enters, until end of turn, whenever a nontoken creature you control dies, create a number of 1/1 green Saproling creature tokens equal to that creature's power.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/9/59c6c82f-6b14-4cbe-a11c-26642112d308.jpg?1717189972,,,,,,,
Trading Card Games,Magic: The Gathering,Inquisition of Kozilek (Non-Foil),Set: Double Masters 2022 • Rarity: Uncommon • Language: En • Type: Sorcery • Mana Cost: {B} • Text: Target player reveals their hand. You choose a nonland card from it with mana value 3 or less. That player discards that card.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/9/599cf02f-47a1-47b4-b67e-8f27fa65c151.jpg?1674097255,,,,,,,
Trading Card Games,Magic: The Gathering,Inspiring Refrain (Non-Foil),"Set: Commander 2021 • Rarity: Rare • Language: En • Type: Sorcery • Mana Cost: {4}{U}{U} • Text: Draw two cards. Exile Inspiring Refrain with three time counters on it. Suspend 3—{2}{U} (Rather than cast this card from your hand, you may pay {2}{U} and exile it with three time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, you may cast it without paying its mana cost.)",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/a/fa083791-6c1b-4165-b0bc-393cc369503a.jpg?1625982205,,,,,,,
Trading Card Games,Magic: The Gathering,Intangible Virtue (Non-Foil),Set: Time Spiral Remastered • Rarity: Special • Language: En • Type: Enchantment • Mana Cost: {1}{W} • Text: Creature tokens you control get +1/+1 and have vigilance.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/e/d/edfa180a-772d-4d4a-9c1b-22b3cf18e2b0.jpg?1619399829,,,,,,,
Trading Card Games,Magic: The Gathering,Into the Pit (Non-Foil),Set: Duskmourn: House of Horror Commander • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {2}{B} • Text: You may look at the top card of your library any time. You may cast spells from the top of your library by sacrificing a nonland permanent in addition to paying their other costs.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/6/368be2f2-3d65-40c9-b99c-ec26c568d50c.jpg?1729502910,,,,,,,
Trading Card Games,Magic: The Gathering,Invert Polarity (Non-Foil),"Set: Modern Horizons 3 • Rarity: Rare • Language: En • Type: Instant • Mana Cost: {U}{U}{R} • Text: Choose target spell, then flip a coin. If you win the flip, gain control of that spell and you may choose new targets for it. If you lose the flip, counter that spell.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/9/4/9458db2e-2013-492d-b086-9cf9dc230294.jpg?1717015347,,,,,,,
Trading Card Games,Magic: The Gathering,"Giada, Font of Hope (Non-Foil)","Set: Foundations • Rarity: Rare • Language: En • Type: Legendary Creature — Angel • Mana Cost: {1}{W} • Text: Flying, vigilance Each other Angel you control enters with an additional +1/+1 counter on it for each Angel you already control. {T}: Add {W}. Spend this mana only to cast an Angel spell.",2,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/8/a/8ae6fc26-cfad-4da8-98d9-49c27c24d293.jpg?1730489128,,,,,,,
Trading Card Games,Magic: The Gathering,"Jadzi, Oracle of Arcavios // Journey to the Oracle (Non-Foil)",Set: Strixhaven: School of Mages • Rarity: Mythic • Language: En • Type: Legendary Creature — Human Wizard // Sorcery • Text: No rules text.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/d/7/d7148d24-373e-4485-860b-c3429c2337f2.jpg?1624593477,,,,,,,
Trading Card Games,Magic: The Gathering,"Jyoti, Moag Ancient (Non-Foil)","Set: Modern Horizons 3 Commander • Rarity: Mythic • Language: En • Type: Legendary Creature — Elemental • Mana Cost: {2}{G}{U} • Text: When Jyoti enters, create a 1/1 green Forest Dryad land creature token for each time you've cast your commander from the command zone this game. (They're affected by summoning sickness.) At the beginning of each combat, land creatures you control get +X/+X until end of turn, where X is Jyoti's power.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/b/8/b8c7cdc3-55b6-4416-a1a2-c0e4c40006b4.jpg?1721158671,,,,,,,
Trading Card Games,Magic: The Gathering,"Kellan, Daring Traveler // Journey On (Foil)",Set: The Lost Caverns of Ixalan • Rarity: Rare • Language: En • Type: Legendary Creature — Human Faerie Scout // Sorcery — Adventure • Mana Cost: {1}{W} // {G} • Text: No rules text.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/0/1/01739030-c280-492b-a5c9-b3e9f6debc6d.jpg?1699044547,,,,,,,
Trading Card Games,Magic: The Gathering,"Kellan, Planar Trailblazer (Foil)","Set: Foundations • Rarity: Rare • Language: En • Type: Legendary Creature — Human Faerie Scout • Mana Cost: {R} • Text: {1}{R}: If Kellan is a Scout, it becomes a Human Faerie Detective and gains ""Whenever Kellan deals combat damage to a player, exile the top card of your library. You may play that card this turn."" {2}{R}: If Kellan is a Detective, it becomes a 3/2 Human Faerie Rogue and gains double strike.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/4/f46a9329-7b91-441d-8653-50c1152c9120.jpg?1730488931,,,,,,,
Trading Card Games,Magic: The Gathering,"Kellan, Planar Trailblazer (Non-Foil)","Set: Foundations • Rarity: Rare • Language: En • Type: Legendary Creature — Human Faerie Scout • Mana Cost: {R} • Text: {1}{R}: If Kellan is a Scout, it becomes a Human Faerie Detective and gains ""Whenever Kellan deals combat damage to a player, exile the top card of your library. You may play that card this turn."" {2}{R}: If Kellan is a Detective, it becomes a 3/2 Human Faerie Rogue and gains double strike.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/6/4/64e35fbe-55b7-40c8-b24b-2d9d933bcdaa.jpg?1730490367,,,,,,,
Trading Card Games,Magic: The Gathering,Kher Keep (Non-Foil),"Set: Time Spiral Remastered • Rarity: Rare • Language: En • Type: Legendary Land • Text: {T}: Add {C}. {1}{R}, {T}: Create a 0/1 red Kobold creature token named Kobolds of Kher Keep.",2,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/5/d/5daf0fe9-d567-4749-b649-4bfc929cb238.jpg?1619399372,,,,,,,
Trading Card Games,Magic: The Gathering,"Kolodin, Triumph Caster (Foil)","Set: Aetherdrift • Rarity: Rare • Language: En • Type: Legendary Creature — Human Pilot • Mana Cost: {R}{W} • Text: Mounts and Vehicles you control have haste. Whenever a Mount you control enters, it becomes saddled until end of turn. Whenever a Vehicle you control enters, it becomes an artifact creature until end of turn.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/3/33887384-a2bb-4daf-b932-a4259c93b808.jpg?1738357457,,,,,,,
Trading Card Games,Magic: The Gathering,"Kolvori, God of Kinship // The Ringhart Crest (Foil)",Set: Kaldheim • Rarity: Rare • Language: En • Type: Legendary Creature — God // Legendary Artifact • Text: No rules text.,1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/b/7/b76bed98-30b1-4572-b36c-684ada06826c.jpg?1631050592,,,,,,,
Trading Card Games,Magic: The Gathering,Kutzil's Flanker (Non-Foil),"Set: The Lost Caverns of Ixalan • Rarity: Rare • Language: En • Type: Creature — Cat Warrior • Mana Cost: {2}{W} • Text: Flash When this creature enters, choose one — • Put a +1/+1 counter on this creature for each creature that left the battlefield under your control this turn. • You gain 2 life and scry 2. • Exile target player's graveyard.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/6/8/685b735e-52a6-4fd6-a12e-d059c13d4afc.jpg?1699044945,,,,,,,
Trading Card Games,Magic: The Gathering,Laughing Jasper Flint (Foil),"Set: Outlaws of Thunder Junction • Rarity: Rare • Language: En • Type: Legendary Creature — Lizard Rogue • Mana Cost: {1}{B}{R} • Text: Creatures you control but don't own are Mercenaries in addition to their other types. At the beginning of your upkeep, exile the top X cards of target opponent's library, where X is the number of outlaws you control. Until end of turn, you may cast spells from among those cards, and mana of any type can be spent to cast those spells.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/f/af0b3a41-ba99-41e8-bcfb-5796500c17c7.jpg?1712356142,,,,,,,
Trading Card Games,Magic: The Gathering,Legacy Weapon (Non-Foil),"Set: Dominaria Remastered • Rarity: Mythic • Language: En • Type: Legendary Artifact • Mana Cost: {7} • Text: {W}{U}{B}{R}{G}: Exile target permanent. If Legacy Weapon would be put into a graveyard from anywhere, reveal Legacy Weapon and shuffle it into its owner's library instead.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/b/fbecc305-a35a-47b2-a825-f48ce1171b79.jpg?1682714226,,,,,,,
Trading Card Games,Magic: The Gathering,Leyline of Mutation (Foil),"Set: Duskmourn: House of Horror • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {2}{G}{G} • Text: If this card is in your opening hand, you may begin the game with it on the battlefield. You may pay {W}{U}{B}{R}{G} rather than pay the mana cost for spells you cast.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/c/b/cb5ad232-9863-454f-9455-9725e69fa33f.jpg?1726287317,,,,,,,
Trading Card Games,Magic: The Gathering,Leyline of the Void (Foil),"Set: Duskmourn: House of Horror • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {2}{B}{B} • Text: If this card is in your opening hand, you may begin the game with it on the battlefield. If a card would be put into an opponent's graveyard from anywhere, exile it instead.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/a/e/aeaa3aff-608d-4723-bb7c-8daedebe9f36.jpg?1726286244,,,,,,,
Trading Card Games,Magic: The Gathering,Leyline of the Void (Non-Foil),"Set: Duskmourn: House of Horror • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {2}{B}{B} • Text: If this card is in your opening hand, you may begin the game with it on the battlefield. If a card would be put into an opponent's graveyard from anywhere, exile it instead.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/b/3/b30a559e-79f9-479e-8ef1-65fb91b9507d.jpg?1726287293,,,,,,,
Trading Card Games,Magic: The Gathering,"Liesa, Forgotten Archangel (Non-Foil)","Set: Innistrad Remastered • Rarity: Rare • Language: En • Type: Legendary Creature — Angel • Mana Cost: {2}{W}{W}{B} • Text: Flying, lifelink Whenever another nontoken creature you control dies, return that card to its owner's hand at the beginning of the next end step. If a creature an opponent controls would die, exile it instead.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/3/2/32efdf6a-ad05-479c-b0dd-ab326a51ed29.jpg?1736551178,,,,,,,
Trading Card Games,Magic: The Gathering,Life and Limb (Non-Foil),Set: Time Spiral Remastered • Rarity: Rare • Language: En • Type: Enchantment • Mana Cost: {3}{G} • Text: All Forests and all Saprolings are 1/1 green Saproling creatures and Forest lands in addition to their other types. (They're affected by summoning sickness.),1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/2/7/2721724d-92ae-4c0c-88dd-628888c468bf.jpg?1619398301,,,,,,,
Trading Card Games,Magic: The Gathering,Llanowar Visionary (Foil),"Set: Secret Lair Drop • Rarity: Rare • Language: En • Type: Creature — Elf Druid • Mana Cost: {2}{G} • Text: When this creature enters, draw a card. {T}: Add {G}.",2,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/1/6/168b0af2-aa4f-421d-bb0a-54f5ac3f72fc.jpg?1737605542,,,,,,,
Trading Card Games,Magic: The Gathering,Loyal Warhound (Non-Foil),"Set: Adventures in the Forgotten Realms • Rarity: Rare • Language: En • Type: Creature — Dog • Mana Cost: {1}{W} • Text: Vigilance When this creature enters, if an opponent controls more lands than you, search your library for a basic Plains card, put it onto the battlefield tapped, then shuffle.",1,Buy it Now,1,1-3 oz,FALSE,Not Hazmat,Near Mint,,,https://cards.scryfall.io/normal/front/f/4/f408c5e4-e18d-4e4d-959a-f41df4c3019c.jpg?1627701994,,,,,,,
