Category,Sub Category,Title,Description,Quantity,Type,Price,Shipping Profile,Offerable,Hazmat,Condition,Cost Per Item,SKU,Image URL 1,Image URL 2,Image URL 3,Image URL 4,Image URL 5,Image URL 6,Image URL 7,Image URL 8
Trading Cards,Magic: The Gathering,Thundertrap Trainer foil,"Foil: foil
Collector number: 307
Set name: Bloomburrow
Set code: BLB
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {1}{U}
type_line: Creature — Otter Wizard
oracle_text: Offspring {4} (You may pay an additional {4} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.)
When this creature enters, look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",1,,4,,No,No,near_mint,3.77,,https://cards.scryfall.io/normal/front/5/4/54ec3510-c168-4acc-aee8-65529d0f5ad7.jpg?1721427636,,,,,,,
Trading Cards,Magic: The Gathering,"Tinybones, Bauble Burglar normal","Foil: normal
Collector number: 72
Set name: Foundations
Set code: FDN
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {1}{B}
type_line: Legendary Creature — Skeleton Rogue
oracle_text: Whenever an opponent discards a card, exile it from their graveyard with a stash counter on it.
During your turn, you may play cards you don't own with stash counters on them from exile, and mana of any type can be spent to cast those spells.
{3}{B}, {T}: Each opponent discards a card. Activate only as a sorcery.",1,,1,,No,No,near_mint,0.63,,https://cards.scryfall.io/normal/front/f/f/ff3d85bc-ef2d-4251-baf4-a14bd0cee61e.jpg?1730488853,,,,,,,
Trading Cards,Magic: The Gathering,Tishana's Tidebinder foil,"Foil: foil
Collector number: 81
Set name: The Lost Caverns of Ixalan
Set code: LCI
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {2}{U}
type_line: Creature — Merfolk Wizard
oracle_text: Flash
When this creature enters, counter up to one target activated or triggered ability. If an ability of an artifact, creature, or planeswalker is countered this way, that permanent loses all abilities for as long as this creature remains on the battlefield. (Mana abilities can't be targeted.)",1,,4,,No,No,near_mint,3.59,,https://cards.scryfall.io/normal/front/9/0/907b3d1d-8c85-4707-80b5-c4d832df9846.jpg?1699043973,,,,,,,
Trading Cards,Magic: The Gathering,"Tomik, Distinguished Advokist normal","Foil: normal
Collector number: 31
Set name: Ravnica Remastered
Set code: RVR
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {W}{W}
type_line: Legendary Creature — Human Advisor
oracle_text: Flying
Lands on the battlefield and land cards in graveyards can't be the targets of spells or abilities your opponents control.
Your opponents can't play land cards from graveyards.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/0/e/0eea32dc-dbac-47a9-97b2-311413f1de9d.jpg?1702505596,,,,,,,
Trading Cards,Magic: The Gathering,"Torens, Fist of the Angels foil","Foil: foil
Collector number: 250
Set name: Innistrad Remastered
Set code: INR
Rarity: rare
Language: en
color_identity: G, W
colors: G, W
mana_cost: {1}{G}{W}
type_line: Legendary Creature — Human Cleric
oracle_text: Training (Whenever this creature attacks with another creature with greater power, put a +1/+1 counter on this creature.)
Whenever you cast a creature spell, create a 1/1 green and white Human Soldier creature token with training.",1,,1,,No,No,near_mint,0.39,,https://cards.scryfall.io/normal/front/f/8/f8566528-ba96-4425-8831-b5d6197da9ae.jpg?1736468554,,,,,,,
Trading Cards,Magic: The Gathering,"Tourach, Dread Cantor normal","Foil: normal
Collector number: MH2-102
Set name: The List
Set code: PLST
Rarity: mythic
Language: en
color_identity: B
colors: B
mana_cost: {1}{B}
type_line: Legendary Creature — Human Cleric
oracle_text: Kicker {B}{B} (You may pay an additional {B}{B} as you cast this spell.)
Protection from white
Whenever an opponent discards a card, put a +1/+1 counter on Tourach.
When Tourach enters, if it was kicked, target opponent discards two cards at random.",1,,1,,No,No,near_mint,0.72,,https://cards.scryfall.io/normal/front/b/6/b68666cc-78d9-4f04-861b-b5b8485c89c3.jpg?1723439539,,,,,,,
Trading Cards,Magic: The Gathering,Toxic Deluge normal,"Foil: normal
Collector number: 412
Set name: Modern Horizons 3
Set code: MH3
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {2}{B}
type_line: Sorcery
oracle_text: As an additional cost to cast this spell, pay X life.
All creatures get -X/-X until end of turn.",2,,7,,No,No,near_mint,6.94,,https://cards.scryfall.io/normal/front/4/a/4ab57e89-a420-4a3a-b2ba-34bb427e40d4.jpg?1717014855,,,,,,,
Trading Cards,Magic: The Gathering,Training Grounds foil,"Foil: foil
Collector number: 155
Set name: March of the Machine: The Aftermath
Set code: MAT
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {U}
type_line: Enchantment
oracle_text: Activated abilities of creatures you control cost {2} less to activate. This effect can't reduce the mana in that cost to less than one mana.",1,,6,,No,No,near_mint,5.89,,https://cards.scryfall.io/normal/front/f/b/fb24d4b9-fa3c-4390-a4b9-3e4fdfdf72b6.jpg?1684341821,,,,,,,
Trading Cards,Magic: The Gathering,Transcendent Master normal,"Foil: normal
Collector number: 23
Set name: Mystery Booster 2
Set code: MB2
Rarity: mythic
Language: en
color_identity: W
colors: W
mana_cost: {1}{W}{W}
type_line: Creature — Human Cleric Avatar
oracle_text: Level up {1} ({1}: Put a level counter on this. Level up only as a sorcery.)
LEVEL 6-11
6/6
Lifelink
LEVEL 12+
9/9
Lifelink, indestructible",1,,1,,No,No,near_mint,0.7,,https://cards.scryfall.io/normal/front/c/f/cf6476e5-115b-4905-901d-209285e7e240.jpg?1723226505,,,,,,,
Trading Cards,Magic: The Gathering,Traverse the Ulvenwald normal,"Foil: normal
Collector number: 422
Set name: Innistrad Remastered
Set code: INR
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {G}
type_line: Sorcery
oracle_text: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
Delirium — If there are four or more card types among cards in your graveyard, instead search your library for a creature or land card, reveal it, put it into your hand, then shuffle.",1,,1,,No,No,near_mint,0.5,,https://cards.scryfall.io/normal/front/1/9/19b788c4-3964-48c1-bf29-54058c9212ba.jpg?1736551103,,,,,,,
Trading Cards,Magic: The Gathering,Treasure Cruise normal,"Foil: normal
Collector number: 37
Set name: Mystery Booster 2
Set code: MB2
Rarity: common
Language: en
color_identity: U
colors: U
mana_cost: {7}{U}
type_line: Sorcery
oracle_text: Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Draw three cards.",1,,1,,No,No,near_mint,0.95,,https://cards.scryfall.io/normal/front/a/6/a6e97db4-f447-46c3-8be7-66f22bb349b4.jpg?1723226775,,,,,,,
Trading Cards,Magic: The Gathering,Treasure Map // Treasure Cove normal,"Foil: normal
Collector number: 391
Set name: The Lost Caverns of Ixalan
Set code: LCI
Rarity: rare
Language: en
color_identity: 
colors: 
mana_cost: 
type_line: Artifact // Land
oracle_text: ",1,,1,,No,No,near_mint,0.5,,https://cards.scryfall.io/normal/front/2/0/2018a8e6-7699-440f-94d5-91cf6ac3edb5.jpg?1699045078,,,,,,,
Trading Cards,Magic: The Gathering,Tribute to the World Tree foil,"Foil: foil
Collector number: 373
Set name: March of the Machine
Set code: MOM
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {G}{G}{G}
type_line: Enchantment
oracle_text: Whenever a creature you control enters, draw a card if its power is 3 or greater. Otherwise, put two +1/+1 counters on it.",1,,15,,No,No,near_mint,15.06,,https://cards.scryfall.io/normal/front/3/0/30cde7d3-e4b9-4c2e-a541-c7644e527551.jpg?1682206886,,,,,,,
Trading Cards,Magic: The Gathering,Trinisphere normal,"Foil: normal
Collector number: 1485
Set name: Secret Lair Drop
Set code: SLD
Rarity: mythic
Language: en
color_identity: 
colors: 
mana_cost: {3}
type_line: Artifact
oracle_text: As long as this artifact is untapped, each spell that would cost less than three mana to cast costs three mana to cast. (Additional mana in the cost may be paid with any color of mana or colorless mana. For example, a spell that would cost {1}{B} to cast costs {2}{B} to cast instead.)",1,,30,,No,No,near_mint,29.36,,https://cards.scryfall.io/normal/front/5/2/52ea8286-225b-4990-981a-6b8c49748794.jpg?1712629184,,,,,,,
Trading Cards,Magic: The Gathering,Triskelion normal,"Foil: normal
Collector number: 354
Set name: Fourth Edition
Set code: 4ED
Rarity: rare
Language: en
color_identity: 
colors: 
mana_cost: {6}
type_line: Artifact Creature — Construct
oracle_text: This creature enters with three +1/+1 counters on it.
Remove a +1/+1 counter from this creature: It deals 1 damage to any target.",1,,3,,No,No,near_mint,2.34,,https://cards.scryfall.io/normal/front/0/9/09294401-a895-4084-8302-196a946863d6.jpg?1559603591,,,,,,,
Trading Cards,Magic: The Gathering,Triton Shorestalker normal,"Foil: normal
Collector number: 121
Set name: Outlaws of Thunder Junction Commander
Set code: OTC
Rarity: common
Language: en
color_identity: U
colors: U
mana_cost: {U}
type_line: Creature — Merfolk Rogue
oracle_text: This creature can't be blocked.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/5/1/511bff25-3213-42c4-8abd-9eda49f8dc96.jpg?1712354237,,,,,,,
Trading Cards,Magic: The Gathering,"Truss, Chief Engineer normal","Foil: normal
Collector number: 181
Set name: Unfinity
Set code: UNF
Rarity: rare
Language: en
color_identity: B, U
colors: B, U
mana_cost: {U}{B}
type_line: Legendary Creature — Vedalken Rogue Employee
oracle_text: Whenever Truss, Chief Engineer enters or another creature dies, put a hack counter on Truss.
{2}, {T}, Remove X hack counters from Truss: Add or subtract X from a number or number word on target spell or permanent until end of turn. This effect can't reduce a number below 1 or a number word below one.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/7/3/73b6f092-08b9-4c67-836a-28006ea3b2df.jpg?1673915004,,,,,,,
Trading Cards,Magic: The Gathering,Twinflame Tyrant foil,"Foil: foil
Collector number: 97
Set name: Foundations
Set code: FDN
Rarity: mythic
Language: en
color_identity: R
colors: R
mana_cost: {3}{R}{R}
type_line: Creature — Dragon
oracle_text: Flying
If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals double that damage instead.",1,,34,,No,No,near_mint,33.72,,https://cards.scryfall.io/normal/front/1/e/1eb34f51-0bd2-43c3-af95-2ce8dabcc7bb.jpg?1730488954,,,,,,,
Trading Cards,Magic: The Gathering,Twitching Doll normal,"Foil: normal
Collector number: 384
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {1}{G}
type_line: Artifact Creature — Spider Toy
oracle_text: {T}: Add one mana of any color. Put a nest counter on this creature.
{T}, Sacrifice this creature: Create a 2/2 green Spider creature token with reach for each counter on this creature. Activate only as a sorcery.",1,,1,,No,No,near_mint,0.9,,https://cards.scryfall.io/normal/front/0/b/0b47d003-bbdb-4c58-a648-3f0d7474f326.jpg?1726287324,,,,,,,
Trading Cards,Magic: The Gathering,Ugin's Labyrinth normal,"Foil: normal
Collector number: 233
Set name: Modern Horizons 3
Set code: MH3
Rarity: mythic
Language: en
color_identity: 
colors: 
mana_cost: 
type_line: Land
oracle_text: Imprint — When this land enters, you may exile a colorless card with mana value 7 or greater from your hand.
{T}: Add {C}. If a card is exiled with this land, add {C}{C} instead.
{T}: Return the exiled card to its owner's hand.",1,,35,,No,No,near_mint,34.74,,https://cards.scryfall.io/normal/front/0/2/020e1348-1a35-4cc8-bad6-9fbddfa79277.jpg?1717013086,,,,,,,
Trading Cards,Magic: The Gathering,Under the Skin normal,"Foil: normal
Collector number: 323
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: uncommon
Language: en
color_identity: G
colors: G
mana_cost: {2}{G}
type_line: Sorcery
oracle_text: Manifest dread. (Look at the top two cards of your library. Put one onto the battlefield face down as a 2/2 creature and the other into your graveyard. Turn it face up any time for its mana cost if it's a creature card.)
You may return a permanent card from your graveyard to your hand.",1,,1,,No,No,near_mint,0.23,,https://cards.scryfall.io/normal/front/9/e/9eb34e17-bc12-4a4e-a418-0dbd3e6665a8.jpg?1726287089,,,,,,,
Trading Cards,Magic: The Gathering,Unholy Annex // Ritual Chamber normal,"Foil: normal
Collector number: 118
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {2}{B} // {3}{B}{B}
type_line: Enchantment — Room // Enchantment — Room
oracle_text: ",1,,3,,No,No,near_mint,2.62,,https://cards.scryfall.io/normal/front/0/f/0fb4c734-c698-46f2-bc78-5f036f472e5b.jpg?1726867681,,,,,,,
Trading Cards,Magic: The Gathering,Unholy Annex // Ritual Chamber normal,"Foil: normal
Collector number: 339
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {2}{B} // {3}{B}{B}
type_line: Enchantment — Room // Enchantment — Room
oracle_text: ",1,,3,,No,No,near_mint,3.0,,https://cards.scryfall.io/normal/front/6/8/681caa94-e95e-47f0-8305-eca0ed55cb5e.jpg?1726780814,,,,,,,
Trading Cards,Magic: The Gathering,Unstable Amulet foil,"Foil: foil
Collector number: 421
Set name: Modern Horizons 3
Set code: MH3
Rarity: uncommon
Language: en
color_identity: R
colors: R
mana_cost: {1}{R}
type_line: Artifact
oracle_text: When this artifact enters, you get {E}{E} (two energy counters).
Whenever you cast a spell from anywhere other than your hand, this artifact deals 1 damage to each opponent.
{T}, Pay {E}{E}: Exile the top card of your library. You may play it until you exile another card with this artifact.",1,,1,,No,No,near_mint,0.43,,https://cards.scryfall.io/normal/front/2/5/25f01df9-c4fa-4598-84c1-217bde6b1841.jpg?1717014940,,,,,,,
Trading Cards,Magic: The Gathering,Unstoppable Slasher foil,"Foil: foil
Collector number: 312
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {2}{B}
type_line: Creature — Zombie Assassin
oracle_text: Deathtouch
Whenever this creature deals combat damage to a player, they lose half their life, rounded up.
When this creature dies, if it had no counters on it, return it to the battlefield tapped under its owner's control with two stun counters on it.",1,,4,,No,No,near_mint,3.9,,https://cards.scryfall.io/normal/front/0/a/0a30a301-8e87-46e7-89aa-cd55b1a14420.jpg?1726443382,,,,,,,
Trading Cards,Magic: The Gathering,Unstoppable Slasher normal,"Foil: normal
Collector number: 119
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {2}{B}
type_line: Creature — Zombie Assassin
oracle_text: Deathtouch
Whenever this creature deals combat damage to a player, they lose half their life, rounded up.
When this creature dies, if it had no counters on it, return it to the battlefield tapped under its owner's control with two stun counters on it.",1,,3,,No,No,near_mint,3.0,,https://cards.scryfall.io/normal/front/c/7/c78da035-6b5b-4136-9ab6-f622b64fdc54.jpg?1726286292,,,,,,,
Trading Cards,Magic: The Gathering,Unstoppable Slasher foil,"Foil: foil
Collector number: 119
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {2}{B}
type_line: Creature — Zombie Assassin
oracle_text: Deathtouch
Whenever this creature deals combat damage to a player, they lose half their life, rounded up.
When this creature dies, if it had no counters on it, return it to the battlefield tapped under its owner's control with two stun counters on it.",1,,4,,No,No,near_mint,3.35,,https://cards.scryfall.io/normal/front/c/7/c78da035-6b5b-4136-9ab6-f622b64fdc54.jpg?1726286292,,,,,,,
Trading Cards,Magic: The Gathering,Up the Beanstalk foil,"Foil: foil
Collector number: 195
Set name: Wilds of Eldraine
Set code: WOE
Rarity: uncommon
Language: en
color_identity: G
colors: G
mana_cost: {1}{G}
type_line: Enchantment
oracle_text: When this enchantment enters and whenever you cast a spell with mana value 5 or greater, draw a card.",1,,4,,No,No,near_mint,3.38,,https://cards.scryfall.io/normal/front/2/d/2d5e991f-23b2-4db0-a452-7755125b1fd2.jpg?1710276532,,,,,,,
Trading Cards,Magic: The Gathering,Urza's Blueprints foil,"Foil: foil
Collector number: 238
Set name: Dominaria Remastered
Set code: DMR
Rarity: rare
Language: en
color_identity: 
colors: 
mana_cost: {6}
type_line: Artifact
oracle_text: Echo {6} (At the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{T}: Draw a card.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/1/f/1fd2b6a7-b93a-42d3-b66a-a70b573fc58a.jpg?1675201126,,,,,,,
Trading Cards,Magic: The Gathering,"Urza, Lord High Artificer normal","Foil: normal
Collector number: 674
Set name: Commander Masters
Set code: CMM
Rarity: mythic
Language: en
color_identity: U
colors: U
mana_cost: {2}{U}{U}
type_line: Legendary Creature — Human Artificer
oracle_text: When Urza enters, create a 0/0 colorless Construct artifact creature token with ""This token gets +1/+1 for each artifact you control.""
Tap an untapped artifact you control: Add {U}.
{5}: Shuffle your library, then exile the top card. Until end of turn, you may play that card without paying its mana cost.",1,,15,,No,No,near_mint,15.17,,https://cards.scryfall.io/normal/front/a/8/a88c6f09-a0b2-46c9-a291-59408dfa52b0.jpg?1719466671,,,,,,,
Trading Cards,Magic: The Gathering,Urza's Saga normal,"Foil: normal
Collector number: 114
Set name: Mystery Booster 2
Set code: MB2
Rarity: rare
Language: en
color_identity: 
colors: 
mana_cost: 
type_line: Enchantment Land — Urza's Saga
oracle_text: (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — This Saga gains ""{T}: Add {C}.""
II — This Saga gains ""{2}, {T}: Create a 0/0 colorless Construct artifact creature token with 'This token gets +1/+1 for each artifact you control.'""
III — Search your library for an artifact card with mana cost {0} or {1}, put it onto the battlefield, then shuffle.",1,,40,,No,No,near_mint,39.99,,https://cards.scryfall.io/normal/front/c/7/c7658ec0-3207-4c7e-b31a-30a2a9249595.jpg?1724878082,,,,,,,
Trading Cards,Magic: The Gathering,Urza's Workshop foil,"Foil: foil
Collector number: 51
Set name: The Brothers' War Commander
Set code: BRC
Rarity: rare
Language: en
color_identity: 
colors: 
mana_cost: 
type_line: Land — Urza's
oracle_text: {T}: Add {C}.
Metalcraft — {T}: Add {C} for each Urza's land you control. Activate only if you control three or more artifacts.",1,,16,,No,No,near_mint,15.47,,https://cards.scryfall.io/normal/front/1/e/1e01c1e2-f657-4a24-b8b0-561911c4e754.jpg?1674421453,,,,,,,
Trading Cards,Magic: The Gathering,Valgavoth's Lair foil,"Foil: foil
Collector number: 327
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: 
colors: 
mana_cost: 
type_line: Enchantment Land
oracle_text: Hexproof
This land enters tapped. As it enters, choose a color.
{T}: Add one mana of the chosen color.",1,,2,,No,No,near_mint,2.25,,https://cards.scryfall.io/normal/front/7/b/7b5041f1-7cb8-4b60-94f6-436430bbece4.jpg?1726287104,,,,,,,
Trading Cards,Magic: The Gathering,"Valgavoth, Terror Eater foil","Foil: foil
Collector number: 352
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: mythic
Language: en
color_identity: B
colors: B
mana_cost: {6}{B}{B}{B}
type_line: Legendary Creature — Elder Demon
oracle_text: Flying, lifelink
Ward—Sacrifice three nonland permanents.
If a card you didn't control would be put into an opponent's graveyard from anywhere, exile it instead.
During your turn, you may play cards exiled with Valgavoth. If you cast a spell this way, pay life equal to its mana value rather than pay its mana cost.",1,,24,,No,No,near_mint,24.0,,https://cards.scryfall.io/normal/front/9/e/9ee79357-2488-41a1-8f8c-dfcb77206f8a.jpg?1726639234,,,,,,,
Trading Cards,Magic: The Gathering,Valley Floodcaller foil,"Foil: foil
Collector number: 308
Set name: Bloomburrow
Set code: BLB
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {2}{U}
type_line: Creature — Otter Wizard
oracle_text: Flash
You may cast noncreature spells as though they had flash.
Whenever you cast a noncreature spell, Birds, Frogs, Otters, and Rats you control get +1/+1 until end of turn. Untap them.",1,,15,,No,No,near_mint,14.94,,https://cards.scryfall.io/normal/front/1/c/1c744764-3b54-49a0-aa68-1fb22d8162a9.jpg?1721427638,,,,,,,
Trading Cards,Magic: The Gathering,Vanquish the Horde normal,"Foil: normal
Collector number: 49
Set name: Innistrad Remastered
Set code: INR
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {6}{W}{W}
type_line: Sorcery
oracle_text: This spell costs {1} less to cast for each creature on the battlefield.
Destroy all creatures.",1,,2,,No,No,near_mint,1.66,,https://cards.scryfall.io/normal/front/6/8/68dea60e-1bd9-4fb5-bb0c-668dfa9b1eee.jpg?1736467632,,,,,,,
Trading Cards,Magic: The Gathering,Vanquish the Horde normal,"Foil: normal
Collector number: 302
Set name: Innistrad Remastered
Set code: INR
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {6}{W}{W}
type_line: Sorcery
oracle_text: This spell costs {1} less to cast for each creature on the battlefield.
Destroy all creatures.",1,,3,,No,No,near_mint,2.43,,https://cards.scryfall.io/normal/front/c/3/c325e79a-a80c-48e1-a6eb-dddd8b340bb1.jpg?1736468762,,,,,,,
Trading Cards,Magic: The Gathering,Velukan Dragon normal,"Foil: normal
Collector number: 145
Set name: Mystery Booster 2
Set code: MB2
Rarity: rare
Language: en
color_identity: R
colors: R
mana_cost: {5}{R}{R}
type_line: Creature — Dragon
oracle_text: Flying
Whenever this creature attacks or blocks, roll a six-sided die. This creature gets +X/+0 until end of turn, where X is the result minus 1.",1,,1,,No,No,near_mint,1.0,,https://cards.scryfall.io/normal/front/1/e/1ef829f1-eaa7-43e7-acef-5bb688ca6077.jpg?1739867194,,,,,,,
Trading Cards,Magic: The Gathering,Vexing Bauble foil,"Foil: foil
Collector number: 212
Set name: Modern Horizons 3
Set code: MH3
Rarity: uncommon
Language: en
color_identity: 
colors: 
mana_cost: {1}
type_line: Artifact
oracle_text: Whenever a player casts a spell, if no mana was spent to cast it, counter that spell.
{1}, {T}, Sacrifice this artifact: Draw a card.",1,,2,,No,No,near_mint,1.55,,https://cards.scryfall.io/normal/front/2/9/29f11089-658f-42e6-aeb0-09b512ad2479.jpg?1734350193,,,,,,,
Trading Cards,Magic: The Gathering,Viridian Shaman foil,"Foil: foil
Collector number: 782
Set name: Secret Lair Drop
Set code: SLD
Rarity: rare
Language: en
color_identity: G
colors: G
mana_cost: {2}{G}
type_line: Creature — Elf Shaman
oracle_text: When this creature enters, destroy target artifact.",1,,1,,No,No,near_mint,0.59,,https://cards.scryfall.io/normal/front/d/2/d2053d78-ec36-4159-8b5d-5b4757122e06.jpg?1733229821,,,,,,,
Trading Cards,Magic: The Gathering,Visions of Beyond normal,"Foil: normal
Collector number: 1670
Set name: Secret Lair Drop
Set code: SLD
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {U}
type_line: Instant
oracle_text: Draw a card. If a graveyard has twenty or more cards in it, draw three cards instead.",1,,18,,No,No,near_mint,17.75,,https://cards.scryfall.io/normal/front/7/5/75829dd7-b694-4818-8f93-f66f4b1a81c4.jpg?1727568648,,,,,,,
Trading Cards,Magic: The Gathering,Vodalian Hexcatcher normal,"Foil: normal
Collector number: 75
Set name: Dominaria United
Set code: DMU
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {1}{U}
type_line: Creature — Merfolk Wizard
oracle_text: Flash
Other Merfolk you control get +1/+1.
Sacrifice a Merfolk: Counter target noncreature spell unless its controller pays {1}.",2,,2,,No,No,near_mint,2.15,,https://cards.scryfall.io/normal/front/4/e/4ec464dc-b1dd-4e45-b093-c3ad65a74050.jpg?1673306934,,,,,,,
Trading Cards,Magic: The Gathering,Vodalian Mindsinger normal,"Foil: normal
Collector number: 76
Set name: Dominaria United
Set code: DMU
Rarity: rare
Language: en
color_identity: G, R, U
colors: U
mana_cost: {1}{U}{U}
type_line: Creature — Merfolk Wizard
oracle_text: Kicker {1}{R} and/or {1}{G}
This creature enters with two +1/+1 counters on it for each time it was kicked.
When this creature enters, gain control of target creature with power less than this creature's power for as long as you control this creature.",1,,1,,No,No,near_mint,0.25,,https://cards.scryfall.io/normal/front/2/1/211a9db2-8b5f-419d-8032-ac2a571dbb53.jpg?1673306945,,,,,,,
Trading Cards,Magic: The Gathering,Voldaren Bloodcaster // Bloodbat Summoner normal,"Foil: normal
Collector number: 138
Set name: Innistrad Remastered
Set code: INR
Rarity: rare
Language: en
color_identity: B
colors: 
mana_cost: 
type_line: Creature — Vampire Wizard // Creature — Vampire Wizard
oracle_text: ",1,,1,,No,No,near_mint,0.3,,https://cards.scryfall.io/normal/front/4/b/4b4390f4-451f-4575-96e0-dc4dcb45ad8f.jpg?1736468073,,,,,,,
Trading Cards,Magic: The Gathering,Vorpal Sword normal,"Foil: normal
Collector number: 124
Set name: Adventures in the Forgotten Realms
Set code: AFR
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {B}
type_line: Artifact — Equipment
oracle_text: Equipped creature gets +2/+0 and has deathtouch.
{5}{B}{B}{B}: Until end of turn, this Equipment gains ""Whenever equipped creature deals combat damage to a player, that player loses the game.""
Equip {B}{B}",1,,2,,No,No,near_mint,1.85,,https://cards.scryfall.io/normal/front/7/a/7adbe69f-326d-4b4f-850f-c57a1860d17c.jpg?1627705519,,,,,,,
Trading Cards,Magic: The Gathering,Wakening Sun's Avatar normal,"Foil: normal
Collector number: 68
Set name: Commander Masters
Set code: CMM
Rarity: rare
Language: en
color_identity: W
colors: W
mana_cost: {5}{W}{W}{W}
type_line: Creature — Dinosaur Avatar
oracle_text: When this creature enters, if you cast it from your hand, destroy all non-Dinosaur creatures.",1,,1,,No,No,near_mint,0.5,,https://cards.scryfall.io/normal/front/7/b/7b4b3918-94f7-4981-9702-f01970fac37c.jpg?1689996130,,,,,,,
Trading Cards,Magic: The Gathering,Walking Skyscraper normal,"Foil: normal
Collector number: 263
Set name: Kamigawa: Neon Dynasty
Set code: NEO
Rarity: uncommon
Language: en
color_identity: 
colors: 
mana_cost: {8}
type_line: Artifact Creature — Construct
oracle_text: This spell costs {1} less to cast for each modified creature you control. (Equipment, Auras you control, and counters are modifications.)
Trample
This creature has hexproof as long as it's untapped. (It can't be the target of spells or abilities your opponents control.)",1,,1,,No,No,near_mint,0.19,,https://cards.scryfall.io/normal/front/9/5/958af4ba-f29e-47ef-995e-3985982c75ad.jpg?1654568875,,,,,,,
Trading Cards,Magic: The Gathering,Walk the Aeons normal,"Foil: normal
Collector number: 98
Set name: Time Spiral Remastered
Set code: TSR
Rarity: rare
Language: en
color_identity: U
colors: U
mana_cost: {4}{U}{U}
type_line: Sorcery
oracle_text: Buyback—Sacrifice three Islands. (You may sacrifice three Islands in addition to any other costs as you cast this spell. If you do, put this card into your hand as it resolves.)
Target player takes an extra turn after this one.",1,,2,,No,No,near_mint,2.01,,https://cards.scryfall.io/normal/front/7/9/794d09ae-a995-482f-848e-7f99477bd6f3.jpg?1619394975,,,,,,,
Trading Cards,Magic: The Gathering,Waltz of Rage foil,"Foil: foil
Collector number: 165
Set name: Duskmourn: House of Horror
Set code: DSK
Rarity: rare
Language: en
color_identity: R
colors: R
mana_cost: {3}{R}{R}
type_line: Sorcery
oracle_text: Target creature you control deals damage equal to its power to each other creature. Until end of turn, whenever a creature you control dies, exile the top card of your library. You may play it until the end of your next turn.",1,,1,,No,No,near_mint,0.45,,https://cards.scryfall.io/normal/front/a/b/abf17d8b-12bc-4122-865d-50cf91f04f67.jpg?1726286472,,,,,,,
Trading Cards,Magic: The Gathering,Warren Soultrader foil,"Foil: foil
Collector number: 110
Set name: Modern Horizons 3
Set code: MH3
Rarity: rare
Language: en
color_identity: B
colors: B
mana_cost: {2}{B}
type_line: Creature — Zombie Goblin Wizard
oracle_text: Pay 1 life, Sacrifice another creature: Create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",1,,10,,No,No,near_mint,10.05,,https://cards.scryfall.io/normal/front/b/3/b334e4c6-d316-4141-8889-f95afcc04701.jpg?1717012094,,,,,,,
