Name,Set code,Set name,Collector number,Foil,Rarity,Quantity,ManaBox ID,Scryfall ID,Purchase price,Misprint,Altered,Condition,Language,Purchase price currency,type_line,mana_cost,colors,color_identity,oracle_text,legal_commander,legal_pauper
Grim Strider,PLST,The List,AKH-94,normal,uncommon,1,83946,b0f95360-a2d8-4908-8148-6019bf3c6c99,0.05,False,False,near_mint,en,USD,Creature — Horror,{3}{B},B,B,This creature gets -1/-1 for each card in your hand.,legal,not_legal
Grinning Ignus,TSR,Time Spiral Remastered,168,normal,common,1,57726,8215cb7b-9c8c-4d2b-adb1-c1d1d22bb54e,0.04,False,False,near_mint,en,USD,Creature — Elemental,{2}{R},R,R,"{R}, Return this creature to its owner's hand: Add {C}{C}{R}. Activate only as a sorcery.",legal,legal
"Grond, the Gatebreaker",LTR,The Lord of the Rings: Tales of Middle-earth,540,foil,uncommon,1,86527,61998bfe-cc98-4b5d-9cda-56c44c397ccf,0.2,False,False,near_mint,en,USD,Legendary Artifact — Vehicle,{3}{B},B,B,"Trample
As long as it's your turn and you control an Army, Grond is an artifact creature.
Crew 3 (Tap any number of creatures you control with total power 3 or more: This Vehicle becomes an artifact creature until end of turn.)",legal,not_legal
Guardian of the Forgotten,MH3,Modern Horizons 3,28,normal,uncommon,5,94514,8032c909-3170-45ab-a552-a8dc683b0a6e,0.03,False,False,near_mint,en,USD,Creature — Elephant Warrior,{3}{W},W,W,"Vigilance
Whenever a modified creature you control dies, manifest the top card of your library. (Equipment, Auras you control, and counters are modifications. To manifest a card, put the top card of your library onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)",legal,not_legal
Guardian of the Forgotten,MH3,Modern Horizons 3,28,foil,uncommon,1,94514,8032c909-3170-45ab-a552-a8dc683b0a6e,0.04,False,False,near_mint,en,USD,Creature — Elephant Warrior,{3}{W},W,W,"Vigilance
Whenever a modified creature you control dies, manifest the top card of your library. (Equipment, Auras you control, and counters are modifications. To manifest a card, put the top card of your library onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.)",legal,not_legal
Guiding Voice,STX,Strixhaven: School of Mages,19,normal,common,1,58335,d6fb3163-12ca-4a7f-a0c7-b8ddfc9408a0,0.09,False,False,near_mint,en,USD,Sorcery,{W},W,W,"Put a +1/+1 counter on target creature.
Learn. (You may reveal a Lesson card you own from outside the game and put it into your hand, or discard a card to draw a card.)",legal,legal
Guild Artisan,CLB,Commander Legends: Battle for Baldur's Gate,179,normal,uncommon,1,69214,abe5cc84-db39-4f64-b877-599880a8729a,0.09,False,False,near_mint,en,USD,Legendary Enchantment — Background,{1}{R},R,R,"Commander creatures you own have ""Whenever this creature attacks a player, if no opponent has more life than that player, you create two Treasure tokens."" (They're artifacts with ""{T}, Sacrifice this token: Add one mana of any color."")",legal,not_legal
Guild Globe,WAR,War of the Spark,239,normal,common,1,44165,a7faf99e-f61f-46cb-a275-2e12c41f1e31,0.07,False,False,near_mint,en,USD,Artifact,{2},,,"When this artifact enters, draw a card.
{2}, {T}, Sacrifice this artifact: Add two mana of different colors.",legal,legal
"Gut, True Soul Zealot",CLB,Commander Legends: Battle for Baldur's Gate,180,normal,uncommon,2,68975,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,0.14,False,False,near_mint,en,USD,Legendary Creature — Goblin Shaman,{2}{R},R,R,"Whenever you attack, you may sacrifice another creature or an artifact. If you do, create a 4/1 black Skeleton creature token with menace that's tapped and attacking. (It can't be blocked except by two or more creatures.)
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
"Gut, True Soul Zealot",CLB,Commander Legends: Battle for Baldur's Gate,180,foil,uncommon,1,68975,3d8ca18d-9099-4f1e-95c1-f04da58a26bd,0.24,False,False,near_mint,en,USD,Legendary Creature — Goblin Shaman,{2}{R},R,R,"Whenever you attack, you may sacrifice another creature or an artifact. If you do, create a 4/1 black Skeleton creature token with menace that's tapped and attacking. (It can't be blocked except by two or more creatures.)
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
"Gut, True Soul Zealot",CLB,Commander Legends: Battle for Baldur's Gate,399,normal,uncommon,1,69246,b6988467-8552-4ab9-9472-c5c536ed7bae,0.05,False,False,near_mint,en,USD,Legendary Creature — Goblin Shaman,{2}{R},R,R,"Whenever you attack, you may sacrifice another creature or an artifact. If you do, create a 4/1 black Skeleton creature token with menace that's tapped and attacking. (It can't be blocked except by two or more creatures.)
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
"Halsin, Emerald Archdruid",CLB,Commander Legends: Battle for Baldur's Gate,408,normal,uncommon,1,68822,02cdc433-a41b-4f45-b40f-3618c399e196,0.08,False,False,near_mint,en,USD,Legendary Creature — Elf Druid,{3}{G},G,G,"{1}: Until end of turn, target token you control becomes a green Bear creature with base power and toughness 4/4 in addition to its other colors and types.
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
"Halsin, Emerald Archdruid",CLB,Commander Legends: Battle for Baldur's Gate,234,normal,uncommon,2,69056,5e185e5c-b6f9-4d36-a6b1-d7315de38fca,0.09,False,False,near_mint,en,USD,Legendary Creature — Elf Druid,{3}{G},G,G,"{1}: Until end of turn, target token you control becomes a green Bear creature with base power and toughness 4/4 in addition to its other colors and types.
Choose a Background (You can have a Background as a second commander.)",legal,not_legal
Hammers of Moradin,CLB,Commander Legends: Battle for Baldur's Gate,25,normal,uncommon,1,69354,e7429a5b-5579-4c4e-89ff-ee7f43db37e4,0.19,False,False,near_mint,en,USD,Creature — Dwarf Cleric,{2}{W},W,W,"Myriad (Whenever this creature attacks, for each opponent other than defending player, you may create a token copy that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.)
Whenever this creature attacks, for each opponent, tap up to one target creature that player controls.",legal,not_legal
Haradrim Spearmaster,LTR,The Lord of the Rings: Tales of Middle-earth,586,foil,common,1,86716,bca184bf-765a-4e46-9959-fd86053a61c1,0.16,False,False,near_mint,en,USD,Creature — Human Warrior,{2}{R},R,R,"Reach
At the beginning of combat on your turn, another target creature you control gets +1/+0 until end of turn.",legal,legal
Hardbristle Bandit,OTJ,Outlaws of Thunder Junction,168,normal,common,1,93347,cbe544fb-93b7-4640-b886-cb0b3e437357,0.05,False,False,near_mint,en,USD,Creature — Plant Rogue,{1}{G},G,G,"{T}: Add one mana of any color.
Whenever you commit a crime, untap this creature. This ability triggers only once each turn. (Targeting opponents, anything they control, and/or cards in their graveyards is a crime.)",legal,legal
Hardened Escort,DSK,Duskmourn: House of Horror,16,normal,common,1,98779,12054e10-46d6-4581-a7e5-ff277cb0e229,0.01,False,False,near_mint,en,USD,Creature — Human Soldier,{2}{W},W,W,"Whenever this creature attacks, another target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",legal,legal
Hardened Escort,DSK,Duskmourn: House of Horror,16,foil,common,1,98779,12054e10-46d6-4581-a7e5-ff277cb0e229,0.05,False,False,near_mint,en,USD,Creature — Human Soldier,{2}{W},W,W,"Whenever this creature attacks, another target creature you control gets +1/+0 and gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",legal,legal
Hard Evidence,H2R,Modern Horizons 2 Timeshifts,5,normal,common,1,94606,c55901dc-3f5a-490d-8496-5b844530d410,0.06,False,False,near_mint,en,USD,Sorcery,{U},U,U,"Create a 0/3 blue Crab creature token.
Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")",legal,legal
Hard-Hitting Question,MKM,Murders at Karlov Manor,164,normal,uncommon,1,91036,8ad807c2-14a7-4464-bf57-c323fb3c0bd0,0.09,False,False,near_mint,en,USD,Sorcery,{G},G,G,Target creature you control deals damage equal to its power to target creature or planeswalker you don't control.,legal,not_legal
Hardy Outlander,CLB,Commander Legends: Battle for Baldur's Gate,235,normal,uncommon,2,68992,44498893-3ff8-4d1e-abdf-4579e0c67020,0.04,False,False,near_mint,en,USD,Legendary Enchantment — Background,{1}{G},G,G,"Commander creatures you own have ""Whenever this creature attacks a player, if no opponent has more life than that player, another target creature you control gets +X/+X until end of turn, where X is this creature's power.""",legal,not_legal
Harried Spearguard,WOE,Wilds of Eldraine,135,normal,common,1,85288,1db79785-4f55-445f-93f2-14c6e4606fc5,0.04,False,False,near_mint,en,USD,Creature — Human Soldier,{R},R,R,"Haste
When this creature dies, create a 1/1 black Rat creature token with ""This token can't block.""",legal,legal
Harrier Strix,OTJ,Outlaws of Thunder Junction,52,normal,common,1,93213,70ca61a9-8938-41bf-bd14-5759f4de6521,0.08,False,False,near_mint,en,USD,Creature — Bird,{U},U,U,"Flying
When this creature enters, tap target permanent.
{2}{U}: Draw a card, then discard a card.",legal,legal
Haunted Screen,DSK,Duskmourn: House of Horror,250,foil,uncommon,1,98829,5e7d552f-a7ac-4a49-a582-9d378137005f,0.07,False,False,near_mint,en,USD,Artifact,{3},,"B, G, R, U, W","{T}: Add {W} or {B}.
{T}, Pay 1 life: Add {G}, {U}, or {R}.
{7}: Put seven +1/+1 counters on this artifact. It becomes a 0/0 Spirit creature in addition to its other types. Activate only once.",legal,not_legal
Hazardous Blast,ONE,Phyrexia: All Will Be One,135,normal,common,1,78374,0380a4c9-a5d3-465f-8584-e546b54f91e0,0.05,False,False,near_mint,en,USD,Sorcery,{3}{R},R,R,Hazardous Blast deals 1 damage to each creature your opponents control. Creatures your opponents control can't block this turn.,legal,legal
Haze of Rage,TSR,Time Spiral Remastered,169,normal,uncommon,1,57842,c344b885-68c6-43d2-b6c1-6c89b3c94983,0.64,False,False,near_mint,en,USD,Sorcery,{1}{R},R,R,"Buyback {2} (You may pay an additional {2} as you cast this spell. If you do, put this card into your hand as it resolves.)
Creatures you control get +1/+0 until end of turn.
Storm (When you cast this spell, copy it for each spell cast before it this turn.)",legal,not_legal
Head of the Homestead,BLB,Bloomburrow,216,foil,common,1,95762,2fc20157-edd3-484d-8864-925c071c0551,0.05,False,False,near_mint,en,USD,Creature — Rabbit Citizen,{3}{G/W}{G/W},"G, W","G, W","When this creature enters, create two 1/1 white Rabbit creature tokens.",legal,legal
Heartless Pillage,OTP,Breaking News,14,foil,uncommon,1,93355,d06a1a70-aa26-4178-8486-e0a25c907cdb,0.07,False,False,near_mint,en,USD,Sorcery,{2}{B},B,B,"Target opponent discards two cards.
Raid — If you attacked this turn, create a Treasure token. (It's an artifact with ""{T}, Sacrifice this token: Add one mana of any color."")",legal,legal
Heightened Reflexes,IKO,Ikoria: Lair of Behemoths,123,normal,common,2,49954,4f7cc8e7-3002-4ee0-869f-931438d8362d,0.03,False,False,near_mint,en,USD,Instant,{R},R,R,Target creature gets +1/+0 until end of turn. Put a first strike counter on it.,legal,legal
Hellspur Brute,OTJ,Outlaws of Thunder Junction,127,foil,uncommon,1,93130,3b99db5b-cd13-4e69-98b7-753e72c781f8,0.08,False,False,near_mint,en,USD,Creature — Minotaur Mercenary,{4}{R},R,R,"Affinity for outlaws (This spell costs {1} less to cast for each Assassin, Mercenary, Pirate, Rogue, and/or Warlock you control.)
Trample",legal,not_legal
Helping Hand,LCI,The Lost Caverns of Ixalan,17,normal,uncommon,1,88840,b8aa7126-5df3-42dd-b4a3-0d0ea59eeebd,0.44,False,False,near_mint,en,USD,Sorcery,{W},W,W,Return target creature card with mana value 3 or less from your graveyard to the battlefield tapped.,legal,not_legal
Hemlock Vial,ACR,Assassin's Creed,26,normal,uncommon,1,95413,7ea6cde3-a4e6-4052-aca3-4d209be15db3,0.06,False,False,near_mint,en,USD,Artifact,{1}{B},B,B,"When this artifact enters, you draw a card and you lose 1 life.
{B}, {T}, Sacrifice this artifact: Each equipped creature and Equipment you control gains deathtouch until end of turn.",legal,not_legal
Hexgold Slith,MH3,Modern Horizons 3,30,normal,common,4,94718,20a85b6d-fb2b-4359-9dd6-081d8722e580,0.01,False,False,near_mint,en,USD,Creature — Slith,{1}{W},W,W,"When this creature enters, you get {E}{E} (two energy counters).
Whenever this creature attacks, you may pay {E}{E}. If you do, it gains first strike until end of turn.
Whenever this creature deals combat damage to a player, put a +1/+1 counter on it.",legal,legal
Hidden Footblade,ACR,Assassin's Creed,34,normal,uncommon,1,95516,e188fe5a-92ac-4c1c-a9a4-2dd5912cc14e,0.05,False,False,near_mint,en,USD,Artifact — Equipment,{R},R,R,"Flash
When this Equipment enters, attach it to target creature you control. That creature gains first strike until end of turn.
Equipped creature gets +1/+0 and has haste.
Equip {2} ({2}: Attach to target creature you control. Equip only as a sorcery.)",legal,not_legal
Hindering Light,OTP,Breaking News,46,foil,uncommon,1,93243,860f4304-38f1-4c2f-a122-2590619522fd,0.14,False,False,near_mint,en,USD,Instant,{W}{U},"U, W","U, W","Counter target spell that targets you or a permanent you control.
Draw a card.",legal,legal
Hindering Light,OTP,Breaking News,46,normal,uncommon,1,93243,860f4304-38f1-4c2f-a122-2590619522fd,0.09,False,False,near_mint,en,USD,Instant,{W}{U},"U, W","U, W","Counter target spell that targets you or a permanent you control.
Draw a card.",legal,legal
Hitchclaw Recluse,GRN,Guilds of Ravnica,133,normal,common,1,350,fe349432-8726-49cf-ad07-6f8add8f78c8,0.02,False,False,near_mint,en,USD,Creature — Spider,{2}{G},G,G,Reach,legal,legal
Hithlain Knots,LTR,The Lord of the Rings: Tales of Middle-earth,505,foil,common,1,86584,7d2c2527-5968-46f3-b8a0-f818b68c7095,0.26,False,False,near_mint,en,USD,Instant,{1}{U},U,U,"Tap target creature. Scry 1.
Draw a card.",legal,legal
Hobbit's Sting,LTR,The Lord of the Rings: Tales of Middle-earth,471,normal,common,1,86784,d8876e00-80c9-4228-b5d2-032b613273b3,0.19,False,False,near_mint,en,USD,Instant,{1}{W},W,W,"Hobbit's Sting deals X damage to target creature, where X is the number of creatures you control plus the number of Foods you control.",legal,legal
Hollow Marauder,OTJ,Outlaws of Thunder Junction,90,foil,uncommon,1,93380,df2913d5-57c7-4f9b-bc96-8a46beef2563,0.22,False,False,near_mint,en,USD,Creature — Specter Rogue,{6}{B},B,B,"This spell costs {1} less to cast for each creature card in your graveyard.
Flying
When this creature enters, any number of target opponents each discard a card. For each of those opponents who didn't discard a card with mana value 4 or greater, draw a card.",legal,not_legal
Holy Cow,OTJ,Outlaws of Thunder Junction,16,foil,common,1,93261,90de84c9-941b-4056-8501-ce8a948b9643,0.31,False,False,near_mint,en,USD,Creature — Ox Angel,{2}{W},W,W,"Flash
Flying
When this creature enters, you gain 2 life and scry 1. (Look at the top card of your library. You may put that card on the bottom.)",legal,legal
Holy Cow,OTJ,Outlaws of Thunder Junction,16,normal,common,1,93261,90de84c9-941b-4056-8501-ce8a948b9643,0.14,False,False,near_mint,en,USD,Creature — Ox Angel,{2}{W},W,W,"Flash
Flying
When this creature enters, you gain 2 life and scry 1. (Look at the top card of your library. You may put that card on the bottom.)",legal,legal
Honored Dreyleader,BLB,Bloomburrow,178,foil,uncommon,1,96107,bc5ee537-52e1-474a-9326-dfacc2a758ab,0.19,False,False,near_mint,en,USD,Creature — Squirrel Warrior,{2}{G},G,G,"Trample
When this creature enters, put a +1/+1 counter on it for each other Squirrel and/or Food you control.
Whenever another Squirrel or Food you control enters, put a +1/+1 counter on this creature.",legal,not_legal
Hope-Ender Coatl,MH3,Modern Horizons 3,64,normal,uncommon,4,94844,26973cad-26d7-4d42-a58a-85c3dce3b9fd,0.07,False,False,near_mint,en,USD,Creature — Eldrazi Snake,{2}{U},,U,"Devoid (This card has no color.)
Flash
When you cast this spell, counter target spell an opponent controls unless they pay {1}.
Flying",legal,not_legal
Hope-Ender Coatl,MH3,Modern Horizons 3,64,foil,uncommon,1,94844,26973cad-26d7-4d42-a58a-85c3dce3b9fd,0.14,False,False,near_mint,en,USD,Creature — Eldrazi Snake,{2}{U},,U,"Devoid (This card has no color.)
Flash
When you cast this spell, counter target spell an opponent controls unless they pay {1}.
Flying",legal,not_legal
Horrid Shadowspinner,MH3,Modern Horizons 3,188,normal,uncommon,3,94476,62b69aaf-0aae-4f6e-a27f-0129882dfe1d,0.08,False,False,near_mint,en,USD,Creature — Horror,{1}{U}{B},"B, U","B, U","Lifelink
Whenever this creature attacks, you may draw cards equal to its power. If you do, discard that many cards.",legal,not_legal
Horrific Assault,MH3,Modern Horizons 3,157,foil,common,1,94888,cfa6ed13-7bba-40c0-8e0e-4ffd3cea6241,0.13,False,False,near_mint,en,USD,Sorcery,{G},G,G,"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. If you control an Eldrazi, you gain 3 life.",legal,legal
Horrific Assault,MH3,Modern Horizons 3,157,normal,common,5,94888,cfa6ed13-7bba-40c0-8e0e-4ffd3cea6241,0.03,False,False,near_mint,en,USD,Sorcery,{G},G,G,"Target creature you control deals damage equal to its power to target creature or planeswalker you don't control. If you control an Eldrazi, you gain 3 life.",legal,legal
Horses of the Bruinen,LTR,The Lord of the Rings: Tales of Middle-earth,506,normal,uncommon,1,86767,d24b248c-d34b-4b1c-be30-f28f80d0ebfd,0.17,False,False,near_mint,en,USD,Sorcery,{3}{U}{U},U,U,Return up to two target creatures to their owners' hands. Scry 1. The Ring tempts you.,legal,not_legal
Hoverstone Pilgrim,LCI,The Lost Caverns of Ixalan,254,normal,uncommon,1,88817,af7e12ee-3db6-4df7-9859-7a8dee9171c7,0.1,False,False,near_mint,en,USD,Artifact Creature — Golem,{5},,,"Flying
Ward {2} (Whenever this creature becomes the target of a spell or ability an opponent controls, counter it unless that player pays {2}.)
{2}: Put target card from a graveyard on the bottom of its owner's library.",legal,not_legal
Humiliate,OTP,Breaking News,47,normal,uncommon,1,93144,454bb7c2-cb7b-4601-9f50-2d24e3ffe1c1,0.08,False,False,near_mint,en,USD,Sorcery,{W}{B},"B, W","B, W",Target opponent reveals their hand. You choose a nonland card from it. That player discards that card. Put a +1/+1 counter on a creature you control.,legal,not_legal
Hunter's Mark,AFR,Adventures in the Forgotten Realms,188,normal,uncommon,1,60259,62023c58-8b94-4a81-a259-a047e1edd342,0.02,False,False,near_mint,en,USD,Instant,{3}{G},G,G,"This spell costs {3} less to cast if it targets a blue permanent you don't control.
This spell can't be countered.
Target creature you control gets +1/+1 until end of turn. Then it deals damage equal to its power to target creature or planeswalker you don't control.",legal,not_legal
Hydra Trainer,MH3,Modern Horizons 3,159,normal,uncommon,4,94557,9d28ae5c-eec3-445a-81d6-42bf9789afce,0.06,False,False,near_mint,en,USD,Creature — Human Warrior,{1}{G},G,G,"You may exert this creature as it attacks. When you do, target creature gets +X/+X until end of turn, where X is the number of counters on permanents you control. (An exerted creature won't untap during your next untap step.)
{2}{G}: Adapt 2. (If this creature has no +1/+1 counters on it, put two +1/+1 counters on it.)",legal,not_legal
Hydroelectric Specimen // Hydroelectric Laboratory,MH3,Modern Horizons 3,240,normal,uncommon,3,94769,8689ecd7-e9a6-458b-99d2-6dbaca527f00,0.99,False,False,near_mint,en,USD,Creature — Weird // Land,,,U,,legal,not_legal
Hypothesizzle,OTP,Breaking News,48,foil,uncommon,1,93142,4448d31e-faf4-4281-af48-4f638b939a62,0.08,False,False,near_mint,en,USD,Instant,{3}{U}{R},"R, U","R, U","Draw two cards. Then you may discard a nonland card. When you do, Hypothesizzle deals 4 damage to target creature.",legal,legal
Hypothesizzle,OTP,Breaking News,48,normal,uncommon,2,93142,4448d31e-faf4-4281-af48-4f638b939a62,0.08,False,False,near_mint,en,USD,Instant,{3}{U}{R},"R, U","R, U","Draw two cards. Then you may discard a nonland card. When you do, Hypothesizzle deals 4 damage to target creature.",legal,legal
Animist's Might,MAT,March of the Machine: The Aftermath,70,foil,uncommon,1,82596,a7267a33-c9b2-485d-afbc-a27e4792abf4,0.11,False,False,near_mint,en,USD,Sorcery,{2}{G},G,G,"This spell costs {2} less to cast if it targets a legendary creature you control.
Target creature you control deals damage equal to twice its power to target creature or planeswalker you don't control.",legal,not_legal
Keldon Mantle,PLS,Planeshift,65,normal,common,1,32887,35bb73df-f488-468c-a9ad-72f52c8da3dc,0.16,False,False,near_mint,en,USD,Enchantment — Aura,{1}{R},R,"B, G, R","Enchant creature
{B}: Regenerate enchanted creature.
{R}: Enchanted creature gets +1/+0 until end of turn.
{G}: Enchanted creature gains trample until end of turn.",legal,legal
Keys to the House,DSK,Duskmourn: House of Horror,251,foil,uncommon,1,99246,8c11a413-7f33-4b63-bdd9-e143e529f56d,0.06,False,False,near_mint,en,USD,Artifact,{1},,,"{1}, {T}, Sacrifice this artifact: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.
{3}, {T}, Sacrifice this artifact: Lock or unlock a door of target Room you control. Activate only as a sorcery.",legal,not_legal
Khenra Spellspear // Gitaxian Spellstalker,MOM,March of the Machine,151,normal,uncommon,1,81239,dc1454ce-bb49-4b4f-bbca-d77387fa4966,0.12,False,False,near_mint,en,USD,Creature — Jackal Warrior // Creature — Phyrexian Jackal,,,"R, U",,legal,not_legal
Kindled Heroism,WOE,Wilds of Eldraine,138,foil,common,1,85297,22a6d05e-e566-4a85-bcf8-9d0fbea3dd14,0.08,False,False,near_mint,en,USD,Instant,{R},R,R,Target creature gets +1/+0 and gains first strike until end of turn. Scry 1.,legal,legal
Knightly Valor,2X2,Double Masters 2022,14,normal,common,1,70470,c0f20ca6-1a92-4be5-a84a-e7f8f0b7f648,0.04,False,False,near_mint,en,USD,Enchantment — Aura,{4}{W},W,W,"Enchant creature
When this Aura enters, create a 2/2 white Knight creature token with vigilance. (Attacking doesn't cause it to tap.)
Enchanted creature gets +2/+2 and has vigilance.",legal,legal
Knight of Doves,WOE,Wilds of Eldraine,19,normal,uncommon,1,85669,b4f33617-ad19-4d42-ab94-6f21a7fb3dd4,0.05,False,False,near_mint,en,USD,Creature — Human Knight,{2}{W},W,W,"Whenever an enchantment you control is put into a graveyard from the battlefield, create a 1/1 white Bird creature token with flying.",legal,not_legal
"Korlessa, Scale Singer",CLB,Commander Legends: Battle for Baldur's Gate,427,normal,uncommon,2,69198,a453d55e-9a50-4339-ad7c-387f67179fe7,0.16,False,False,near_mint,en,USD,Legendary Creature — Dragon Bard,{G}{U},"G, U","G, U","You may look at the top card of your library any time.
You may cast Dragon spells from the top of your library.",legal,not_legal
Kozilek's Unsealing,MH3,Modern Horizons 3,65,normal,uncommon,1,94659,e6b44ffe-db9e-4db5-9806-098411c9ece0,0.55,False,False,near_mint,en,USD,Enchantment,{2}{U},,U,"Devoid (This card has no color.)
Whenever you cast a creature spell with mana value 4, 5, or 6, create two 0/1 colorless Eldrazi Spawn creature tokens with ""Sacrifice this token: Add {C}.""
Whenever you cast a creature spell with mana value 7 or greater, draw three cards.",legal,not_legal
Kraul Whipcracker,MKM,Murders at Karlov Manor,213,foil,uncommon,1,90650,0c08ed44-2c13-4029-af2e-68585a76bb03,0.05,False,False,near_mint,en,USD,Creature — Insect Assassin,{B}{G},"B, G","B, G","Reach
When this creature enters, destroy target token an opponent controls.",legal,not_legal
Krovod Haunch,MKM,Murders at Karlov Manor,21,normal,uncommon,1,91315,f663cd86-39e6-467b-85b7-dd27536251a6,0.04,False,False,near_mint,en,USD,Artifact — Food Equipment,{W},W,W,"Equipped creature gets +2/+0.
{2}, {T}, Sacrifice this Equipment: You gain 3 life.
When this Equipment is put into a graveyard from the battlefield, you may pay {1}{W}. If you do, create two 1/1 white Dog creature tokens.
Equip {2}",legal,not_legal
"Kutzil, Malamet Exemplar",LCI,The Lost Caverns of Ixalan,304,normal,uncommon,2,88290,12fede45-8c95-45eb-915c-c3ee5101dfcc,0.65,False,False,near_mint,en,USD,Legendary Creature — Cat Warrior,{1}{G}{W},"G, W","G, W","Your opponents can't cast spells during your turn.
Whenever one or more creatures you control each with power greater than its base power deals combat damage to a player, draw a card.",legal,not_legal
"Kutzil, Malamet Exemplar",LCI,The Lost Caverns of Ixalan,232,normal,uncommon,1,88890,c9f88a40-a6ed-4c1f-a309-011aca1acddd,0.88,False,False,near_mint,en,USD,Legendary Creature — Cat Warrior,{1}{G}{W},"G, W","G, W","Your opponents can't cast spells during your turn.
Whenever one or more creatures you control each with power greater than its base power deals combat damage to a player, draw a card.",legal,not_legal
Landscaper Colos,MH2,Modern Horizons 2,18,normal,common,1,59887,f45a9e86-133e-4626-a239-73ef88d9ae12,0.02,False,False,near_mint,en,USD,Creature — Goat Beast,{5}{W},W,W,"When this creature enters, put target card from an opponent's graveyard on the bottom of their library.
Basic landcycling {1}{W} ({1}{W}, Discard this card: Search your library for a basic land card, reveal it, put it into your hand, then shuffle.)",legal,legal
Lash of the Balrog,LTR,The Lord of the Rings: Tales of Middle-earth,543,normal,common,1,86443,3a273a1a-d297-4ddb-96e0-8db871d383a5,0.17,False,False,near_mint,en,USD,Sorcery,{B},B,B,"As an additional cost to cast this spell, sacrifice a creature or pay {4}.
Destroy target creature.",legal,legal
Lassoed by the Law,OTJ,Outlaws of Thunder Junction,18,foil,uncommon,1,93406,ea96eeac-c316-4247-a81f-0ddf52675ebf,0.06,False,False,near_mint,en,USD,Enchantment,{3}{W},W,W,"When this enchantment enters, exile target nonland permanent an opponent controls until this enchantment leaves the battlefield.
When this enchantment enters, create a 1/1 red Mercenary creature token with ""{T}: Target creature you control gets +1/+0 until end of turn. Activate only as a sorcery.""",legal,not_legal
Late to Dinner,MH2,Modern Horizons 2,329,normal,common,1,59525,4613fc96-a98d-4ea8-b1e2-0a776dfd4d5a,0.05,False,False,near_mint,en,USD,Sorcery,{3}{W},W,W,"Return target creature card from your graveyard to the battlefield. Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this token: You gain 3 life."")",legal,legal
Lawless Broker,PLST,The List,KLD-86,normal,common,1,48656,8597bd16-61e0-43ee-b486-2fe2947e77ee,0.01,False,False,near_mint,en,USD,Creature — Aetherborn Rogue,{2}{B},B,B,"When this creature dies, put a +1/+1 counter on target creature you control.",legal,legal
Lazotep Reaver,WAR,War of the Spark,96,normal,common,1,44308,594bbe43-a8aa-42aa-bc49-cb4f3bc05cad,0.12,False,False,near_mint,en,USD,Creature — Zombie Beast,{1}{B},B,B,"When this creature enters, amass Zombies 1. (Put a +1/+1 counter on an Army you control. It's also a Zombie. If you don't control an Army, create a 0/0 black Zombie Army creature token first.)",legal,legal
Leaping Lizard,HML,Homelands,90,normal,common,1,39188,4b0e4744-4d73-4e6e-950b-bb4c83229499,0.14,False,False,near_mint,en,USD,Creature — Lizard,{1}{G}{G},G,G,{1}{G}: This creature gets -0/-1 and gains flying until end of turn.,legal,legal
Ledev Guardian,GRN,Guilds of Ravnica,18,normal,common,2,465,cbeb4ae3-2a7a-44e1-923b-20c772fd1b8b,0.02,False,False,near_mint,en,USD,Creature — Human Knight,{3}{W},W,W,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.),legal,legal
Legion Guildmage,GRN,Guilds of Ravnica,187,normal,uncommon,1,296,b03423b2-faca-4b2e-8328-8b9b7fdb7ce3,0.05,False,False,near_mint,en,USD,Creature — Human Wizard,{R}{W},"R, W","R, W","{5}{R}, {T}: This creature deals 3 damage to each opponent.
{2}{W}, {T}: Tap another target creature.",legal,not_legal
Legion Leadership // Legion Stronghold,MH3,Modern Horizons 3,255,normal,uncommon,1,94502,7676abd9-0a3d-4721-b17b-778d2e3c2e25,0.62,False,False,near_mint,en,USD,Instant // Land,,,"R, W",,legal,not_legal
Lethal Throwdown,MH3,Modern Horizons 3,99,normal,uncommon,4,94482,657f52a0-f6fb-4ad8-8d50-c8209de95ab8,0.02,False,False,near_mint,en,USD,Sorcery,{B},B,B,"As an additional cost to cast this spell, sacrifice a creature or sacrifice a modified creature. (Equipment, Auras you control, and counters are modifications.)
Destroy target creature or planeswalker. If the modified creature was sacrificed, draw a card.",legal,not_legal
